initial_museum_id,initial_museum_name,initial_museum_size,initial_museum_governance,initial_museum_accreditation,initial_museum_subject,initial_museum_town,initial_museum_region,initial_museum_postcode,super_event_id,super_event_date,super_event_reasons,event_id,event_stage_in_path,event_type,event_core_type,event_type_uncertainty,event_is_end_of_existence,event_is_change_of_ownership,event_is_change_of_custody,event_date,event_date_from,event_date_to,previous_event_id,sender_id,sender_name,sender_mm_id,sender_type,sender_core_type,sender_sector,recipient_id,recipient_name,recipient_mm_id,recipient_quantity,recipient_type,recipient_core_type,recipient_sector,recipient_size,recipient_governance,recipient_accreditation,recipient_subject,recipient_town,recipient_region,recipient_postcode,object_id,parent_object_id,object_size,object_quantity,object_status,object_types,object_description
mm.ace.399,Greenwich Heritage Centre,medium,local authority,accredited,local histories,London,London,SE18 4DX,cm89,2018,loss of premises - change of use,event521,0,loaned,loaned,?,False,False,True,2018/..,,,,greenwich-heritage,Greenwich Heritage Centre,mm.ace.399,museum,museum,public,woolwich-town-hall,Woolwich Town Hall,,1,town hall,civic organisation,public,,,,,London,London,SE18 6PW,cm89greenwich-heritage-displayed2,,few,,collection,['miscellaneous'],
mm.ace.399,Greenwich Heritage Centre,medium,local authority,accredited,local histories,London,London,SE18 4DX,cm89,2018,loss of premises - change of use,event522,1,displayed,displayed,certain,False,False,False,2018/..,,,event521,woolwich-town-hall,Woolwich Town Hall,,town hall,civic organisation,public,,,,,,,,,,,,,,,cm89greenwich-heritage-displayed2,,few,,collection,['miscellaneous'],
mm.domus.SE456,Sussex Combined Services Museum,medium,not-for-profit,unaccredited,war & conflict: regiment,Eastbourne,South East,BN22 7AQ,cm90,2017,building - unsuitable; building - condition of building - deterioration,event524,0,transferred,transferred,certain,False,True,True,2017,,,,museummm.domus.SE456,Sussex Combined Services Museum,mm.domus.SE456,museum,museum,third,unknown-scsm-orgs,recipients of SCSM material,,many,actor,,unknown,,,,,,,,cm90scsm-part-donated,,half,,collection,['militaria'],
mm.domus.SE456,Sussex Combined Services Museum,medium,not-for-profit,unaccredited,war & conflict: regiment,Eastbourne,South East,BN22 7AQ,cm90,2017,building - unsuitable; building - condition of building - deterioration,event525,0,sold,sold,certain,False,True,True,2017,,,,museummm.domus.SE456,Sussex Combined Services Museum,mm.domus.SE456,museum,museum,third,unknown_actor_525,unknown actor 525,,1,actor,,unknown,,,,,,,,cm90scsm-part-sold,,half,,collection,['militaria'],
mm.domus.SE456,Sussex Combined Services Museum,medium,not-for-profit,unaccredited,war & conflict: regiment,Eastbourne,South East,BN22 7AQ,cm90,2017,building - unsuitable; building - condition of building - deterioration,event526,0,transferred,transferred,certain,False,True,True,2017,,,,museummm.domus.SE456,Sussex Combined Services Museum,mm.domus.SE456,museum,museum,third,eastbourne-bc,Eastbourne Borough Council,,1,local authority,civic organisation,public,,,,,Eastbourne,South East,BN21 4UG,cm90scsm-part-eastbourne,,few,,collection,['militaria'],Eastbourne-related items
mm.musa.043,Berkswell Village Museum,small,unknown governance,unaccredited,local histories,Coventry,West Midlands,CV7 7BJ,cm91,2016,life events - retirement - retirement of staff,event528,0,loans-returned,returned,certain,False,False,True,2016,,,,museummm.musa.043,Berkswell Village Museum,mm.musa.043,museum,museum,unknown,unknown_actor_528,unknown actor 528,,1,actor,,unknown,,,,,,,,cm91berkswell-village-returned,,some,,loan,['miscellaneous'],
mm.musa.043,Berkswell Village Museum,small,unknown governance,unaccredited,local histories,Coventry,West Midlands,CV7 7BJ,cm91,2016,life events - retirement - retirement of staff,event529,0,sold,sold,certain,False,True,True,2016,,,,museummm.musa.043,Berkswell Village Museum,mm.musa.043,museum,museum,unknown,unknown_actor_529,unknown actor 529,,1,actor,,unknown,,,,,,,,cm91berkswell-village-sold,,most,,collection,['miscellaneous'],
mm.domus.YH001,13th/18th Royal Hussars Museum,medium,not-for-profit,unaccredited,war & conflict: regiment,Barnsley,Yorks & Humber,S75 4AT,cm92,2016,financial - funding cut - mod funding cut; strategic closure - amalgamation,event531,0,transferred,transferred,certain,False,True,True,2016,,,,museummm.domus.YH001,13th/18th Royal Hussars Museum,mm.domus.YH001,museum,museum,third,1519krh-museum,The Light Dragoons (15th/19th The Kings Royal Hussars) Museum,mm.domus.NE001,1,museum,museum,third,large,not-for-profit,accredited,war & conflict: regiment,Newcastle upon Tyne,North East,NE1 4JA,cm921318-royal-hussars-all,,all,,collection,['militaria'],
mm.domus.YH001,13th/18th Royal Hussars Museum,medium,not-for-profit,unaccredited,war & conflict: regiment,Barnsley,Yorks & Humber,S75 4AT,cm92,2016,financial - funding cut - mod funding cut; strategic closure - amalgamation,event532,1,displayed,displayed,certain,False,False,False,2016,,,event531,1519krh-museum,The Light Dragoons (15th/19th The Kings Royal Hussars) Museum,mm.domus.NE001,museum,museum,third,,,,,,,,,,,,,,,cm921318-royal-hussars-all,,all,,collection,['militaria'],
mm.wiki.224,Finchcocks Musical Museum,small,private,unaccredited,arts: music,Goudhurst,South East,TN17 1HH,cm93,2015,life events - retirement - retirement of owner,event534,0,kept,kept,certain,False,False,False,2015,,,,museummm.wiki.224,Finchcocks Musical Museum,mm.wiki.224,museum,museum,private,,,,,,,,,,,,,,,cm93burnett-heritage-collection,,some,14,collection,['keyboard instrument'],Richard Burnett Heritage Collection
mm.wiki.224,Finchcocks Musical Museum,small,private,unaccredited,arts: music,Goudhurst,South East,TN17 1HH,cm93,2015,life events - retirement - retirement of owner,event535,0,sent-to-auction,sold,certain,False,True,True,2016-05-11 00:00:00,,,,museummm.wiki.224,Finchcocks Musical Museum,mm.wiki.224,museum,museum,private,unknown_auction house_535,unknown auction house 535,,1,auction house,trader,unknown,,,,,,,,cm93finchcocks-sold,,most,101,collection,['keyboard instrument'],
mm.wiki.224,Finchcocks Musical Museum,small,private,unaccredited,arts: music,Goudhurst,South East,TN17 1HH,cm93,2015,life events - retirement - retirement of owner,event536,0,sent-to-auction,sold,certain,False,True,True,2016-05-11 00:00:00,,,,museummm.wiki.224,Finchcocks Musical Museum,mm.wiki.224,museum,museum,private,unknown_auction house_536,unknown auction house 536,,1,auction house,trader,unknown,,,,,,,,cm93finchcocks-sold-2,,some,,collection,"['painting', 'print']",
mm.wiki.224,Finchcocks Musical Museum,small,private,unaccredited,arts: music,Goudhurst,South East,TN17 1HH,cm93,2015,life events - retirement - retirement of owner,event537,0,sent-to-auction,sold,certain,False,True,True,2016-05-11 00:00:00,,,,museummm.wiki.224,Finchcocks Musical Museum,mm.wiki.224,museum,museum,private,unknown_auction house_537,unknown auction house 537,,1,auction house,trader,unknown,,,,,,,,cm93finchcocks-sold-3,,some,,collection,['music stand'],
mm.wiki.224,Finchcocks Musical Museum,small,private,unaccredited,arts: music,Goudhurst,South East,TN17 1HH,cm93,2015,life events - retirement - retirement of owner,event538,0,sent-to-auction,sold,certain,False,True,True,2016-05-11 00:00:00,,,,museummm.wiki.224,Finchcocks Musical Museum,mm.wiki.224,museum,museum,private,unknown_auction house_538,unknown auction house 538,,1,auction house,trader,unknown,,,,,,,,cm93finchcocks-sold-4,,some,,collection,['furniture'],
mm.wiki.224,Finchcocks Musical Museum,small,private,unaccredited,arts: music,Goudhurst,South East,TN17 1HH,cm93,2015,life events - retirement - retirement of owner,event539,0,sent-to-auction,sold,certain,False,True,True,2016-05-11 00:00:00,,,,museummm.wiki.224,Finchcocks Musical Museum,mm.wiki.224,museum,museum,private,unknown_auction house_539,unknown auction house 539,,1,auction house,trader,unknown,,,,,,,,cm93finchcocks-sold-5,,few,,collection,['miscellaneous'],
mm.domus.SC009,Gladstone Court Museum,small,not-for-profit,accredited,buildings: shops,Biggar,Scotland,ML12 6DT,cm94,2015,strategic closure - amalgamation,event541,0,transferred,transferred,certain,False,True,True,2015,,,,museummm.domus.SC009,Gladstone Court Museum,mm.domus.SC009,museum,museum,third,biggar-upper-clydesdale-museum,Biggar & Upper Clydesdale Museum,mm.mgs.223,1,museum,museum,third,small,not-for-profit,accredited,local histories,Biggar,Scotland,ML12 6DH,cm94gladstone-court-all,,all,,collection,['miscellaneous'],
mm.domus.SC009,Gladstone Court Museum,small,not-for-profit,accredited,buildings: shops,Biggar,Scotland,ML12 6DT,cm94,2015,strategic closure - amalgamation,event542,1,displayed,displayed,certain,False,False,False,2015,,,event541,biggar-upper-clydesdale-museum,Biggar & Upper Clydesdale Museum,mm.mgs.223,museum,museum,third,,,,,,,,,,,,,,,cm94gladstone-court-all,,all,,collection,['miscellaneous'],
mm.domus.WM047,Walsall Museum,medium,local authority,accredited,local histories,Walsall,West Midlands,WS1 1TR,cm95,2015,financial - funding cut - local authority funding cut,event544,0,stored-offsite,stored,certain,False,False,True,2015,,,,museummm.domus.WM047,Walsall Museum,mm.domus.WM047,museum,museum,public,walsall-museum-store,Walsall Museum Store,,1,storage facility,storage,public,,,,,Darlaston,,,cm95walsall-museum-all,,all,,collection,['miscellaneous'],
mm.misc.004,Clowns Gallery Museum,small,not-for-profit,unaccredited,other,London,London,E8 3TF,cm96,2018,building - condition of building - damp; other - collection not insured,event546,0,stored-offsite,stored,certain,False,False,True,2018,,,,museummm.misc.004,Clowns Gallery Museum,mm.misc.004,museum,museum,third,clowns-international-store,Clowns International store,,1,storage facility,storage,private,,,,,London,,,cm96clown-most,,most,,collection,['miscellaneous'],
mm.misc.004,Clowns Gallery Museum,small,not-for-profit,unaccredited,other,London,London,E8 3TF,cm96,2018,building - condition of building - damp; other - collection not insured,event547,0,stored-offsite,stored,certain,False,False,True,2018,,,,museummm.misc.004,Clowns Gallery Museum,mm.misc.004,museum,museum,third,clowns-international-garage,Clowns International garage,,1,storage facility,storage,private,,,,,London,,,cm96clown-larger,,some,,collection,['miscellaneous'],Larger items
mm.misc.004,Clowns Gallery Museum,small,not-for-profit,unaccredited,other,London,London,E8 3TF,cm96,2018,building - condition of building - damp; other - collection not insured,event548,1,displayed,displayed,certain,False,False,False,2018/..,,,event546,clowns-international-store,Clowns International store,,storage facility,storage,private,,,,,,,,,,,,,,,cm96clown-most-displayed,cm96clown-most,few,,collection,['miscellaneous'],
mm.wiki.158,Fleming Collection Gallery,small,not-for-profit,unaccredited,arts: fine & decorative arts,London,London,W1J 8DU,cm97,2015,low visitor numbers; financial - costs,event550,0,kept,kept,certain,False,False,False,2015,,,,museummm.wiki.158,Fleming Collection Gallery,mm.wiki.158,museum,museum,third,,,,,,,,,,,,,,,cm97fleming-collection-all,,all,,collection,['painting'],
mm.wiki.158,Fleming Collection Gallery,small,not-for-profit,unaccredited,arts: fine & decorative arts,London,London,W1J 8DU,cm97,2015,low visitor numbers; financial - costs,event551,1,displayed,displayed,certain,False,False,False,2015,,,event550,museummm.wiki.158,Fleming Collection Gallery,mm.wiki.158,museum,museum,third,,,,,,,,,,,,,,,cm97fleming-collection-all,,all,,collection,['painting'],
mm.wiki.158,Fleming Collection Gallery,small,not-for-profit,unaccredited,arts: fine & decorative arts,London,London,W1J 8DU,cm97,2015,low visitor numbers; financial - costs,event552,2,loaned,loaned,certain,False,False,True,,,,event551,museummm.wiki.158,Fleming Collection Gallery,mm.wiki.158,museum,museum,third,tate-brit,Tate Britain,mm.domus.SE017,1,museum,museum,public,huge,national,accredited,arts: fine & decorative arts,London,London,SW1P 4RG,cm97fleming-collection-tate,cm97fleming-collection-all,few,,collection,['painting'],
mm.wiki.158,Fleming Collection Gallery,small,not-for-profit,unaccredited,arts: fine & decorative arts,London,London,W1J 8DU,cm97,2015,low visitor numbers; financial - costs,event553,2,loaned,loaned,certain,False,False,True,,,,event551,museummm.wiki.158,Fleming Collection Gallery,mm.wiki.158,museum,museum,third,nat-mus-scot,National Museum of Scotland,mm.domus.SC277,1,museum,museum,public,huge,national,accredited,mixed: encyclopaedic,Edinburgh,Scotland,EH1 1JF,cm97fleming-collection-nms,cm97fleming-collection-all,few,,collection,['painting'],
mm.domus.SE009,London Borough Of Bromley Museum,medium,local authority,unaccredited,local histories,Orpington,London,BR6 0HH,cm98,2015,financial - funding cut - local authority funding cut; low visitor numbers,event555,0,transferred,transferred,certain,False,True,True,2015-11,,,,museummm.domus.SE009,London Borough Of Bromley Museum,mm.domus.SE009,museum,museum,public,bromley-council,Bromley Council,,1,local authority,civic organisation,public,,,,,Bromley,,BR1 1AS,cm98bromley-museum-all,,all,,collection,['miscellaneous'],
mm.domus.SE009,London Borough Of Bromley Museum,medium,local authority,unaccredited,local histories,Orpington,London,BR6 0HH,cm98,2015,financial - funding cut - local authority funding cut; low visitor numbers,event556,1,stored,stored,certain,False,False,False,2015-11,,,event555,bromley-council,Bromley Council,,local authority,civic organisation,public,,,,,,,,,,,,,,,cm98bromley-museum-all,,all,,collection,['miscellaneous'],
mm.domus.SE009,London Borough Of Bromley Museum,medium,local authority,unaccredited,local histories,Orpington,London,BR6 0HH,cm98,2015,financial - funding cut - local authority funding cut; low visitor numbers,event557,2,transferred,transferred,certain,False,True,True,2016-11,,,event556,bromley-council,Bromley Council,,local authority,civic organisation,public,bromley-library,Bromley Central Library,,1,library,library/archive,public,,,,,Bromley,London,BR1 1EX,cm98bromley-museum-displays,cm98bromley-museum-all,some,,collection,['miscellaneous'],
mm.domus.SE009,London Borough Of Bromley Museum,medium,local authority,unaccredited,local histories,Orpington,London,BR6 0HH,cm98,2015,financial - funding cut - local authority funding cut; low visitor numbers,event558,3,displayed,displayed,certain,False,False,False,2016-11,,,event557,bromley-library,Bromley Central Library,,library,library/archive,public,,,,,,,,,,,,,,,cm98bromley-museum-displays,cm98bromley-museum-all,some,,collection,['miscellaneous'],
mm.domus.SC012,Moat Park Heritage Centre,small,not-for-profit,accredited,local histories,Biggar,Scotland,ML12 6DT,cm99,2015,strategic closure - amalgamation,event560,0,transferred,transferred,certain,False,True,True,2015,,,,museummm.domus.SC012,Moat Park Heritage Centre,mm.domus.SC012,museum,museum,third,biggar-upper-clydesdale-museum,Biggar & Upper Clydesdale Museum,mm.mgs.223,1,museum,museum,third,small,not-for-profit,accredited,local histories,Biggar,Scotland,ML12 6DH,cm99moat-park-all,,all,,collection,['miscellaneous'],
mm.domus.SC012,Moat Park Heritage Centre,small,not-for-profit,accredited,local histories,Biggar,Scotland,ML12 6DT,cm99,2015,strategic closure - amalgamation,event561,1,displayed,displayed,certain,False,False,False,2015,,,event560,biggar-upper-clydesdale-museum,Biggar & Upper Clydesdale Museum,mm.mgs.223,museum,museum,third,,,,,,,,,,,,,,,cm99moat-park-displays,cm99moat-park-all,some,,collection,['miscellaneous'],
mm.aim.0150,Buckleys Yesterdays World,large,private,unaccredited,mixed: bygones,Battle,South East,TN33 0AQ,cm100,2015,financial - costs,event563,0,sent-to-auction,sold,certain,False,True,True,2015-11,,,,museummm.aim.0150,Buckleys Yesterdays World,mm.aim.0150,museum,museum,private,unknown_auction house_563,unknown auction house 563,,1,auction house,trader,unknown,,,,,,,,cm100buckleys-most,,most,,collection,['miscellaneous'],
mm.aim.0150,Buckleys Yesterdays World,large,private,unaccredited,mixed: bygones,Battle,South East,TN33 0AQ,cm100,2015,financial - costs,event564,0,sold,sold,?,False,True,True,2015,,,,museummm.aim.0150,Buckleys Yesterdays World,mm.aim.0150,museum,museum,private,unknown_actor_564,unknown actor 564,,1,actor,,unknown,,,,,,,,cm100buckleys-some,,some,,collection,['miscellaneous'],
mm.domus.SC010,Greenhill Covenanters House,small,not-for-profit,unaccredited,belief & identity: religion,Biggar,Scotland,ML12 6DT,cm101,2015,strategic closure - amalgamation,event566,0,transferred,transferred,certain,False,True,True,2015,,,,museummm.domus.SC010,Greenhill Covenanters House,mm.domus.SC010,museum,museum,third,biggar-upper-clydesdale-museum,Biggar & Upper Clydesdale Museum,mm.mgs.223,1,museum,museum,third,small,not-for-profit,accredited,local histories,Biggar,Scotland,ML12 6DH,cm101greenhill-all,,all,,collection,['miscellaneous'],
mm.domus.SC010,Greenhill Covenanters House,small,not-for-profit,unaccredited,belief & identity: religion,Biggar,Scotland,ML12 6DT,cm101,2015,strategic closure - amalgamation,event567,1,displayed,displayed,certain,False,False,False,2015,,,event566,biggar-upper-clydesdale-museum,Biggar & Upper Clydesdale Museum,mm.mgs.223,museum,museum,third,,,,,,,,,,,,,,,cm101greenhill-displays,cm101greenhill-all,some,,collection,['miscellaneous'],
mm.aim.0456,Hoylake Lifeboat Museum,small,not-for-profit,unaccredited,sea & seafaring: boats & ships,Wirral,North West,CH47 2AL,cm102,2015,loss of premises; financial - costs; dispute - unable to agree lease terms,event569,0,transferred,transferred,certain,False,True,True,2015,,,,museummm.aim.0456,Hoylake Lifeboat Museum,mm.aim.0456,museum,museum,third,lytham-lifeboat-house,The Old Lytham Lifeboat House,mm.misc.011,1,museum,museum,third,medium,not-for-profit,unaccredited,sea & seafaring: boats & ships,Lytham,North West,FY8 5LD,cm102hoylake-chapman,,few,1,collection,['lifeboat'],Liverpool-class lifeboat 'Chapman'
mm.aim.0456,Hoylake Lifeboat Museum,small,not-for-profit,unaccredited,sea & seafaring: boats & ships,Wirral,North West,CH47 2AL,cm102,2015,loss of premises; financial - costs; dispute - unable to agree lease terms,event570,0,unknown,unknown,certain,False,False,False,,,,,museummm.aim.0456,Hoylake Lifeboat Museum,mm.aim.0456,museum,museum,third,,,,,,,,,,,,,,,cm102hoylake-artefacts,,most,,collection,['miscellaneous'],
mm.domus.SW078,Cornwall Geological Museum,small,not-for-profit,unaccredited,natural world: geology,Penzance,South West,TR18 2QR,cm103,2000/2003,dispute - disagreement,event572,0,transferred,transferred,certain,False,True,True,2000/2003,,,,museummm.domus.SW078,Cornwall Geological Museum,mm.domus.SW078,museum,museum,third,british-geological-survey,British Geological Survey,,1,scientific organisation,education/research,public,,,,,Nottingham,East Midlands,NG12 5GG,cm103cornwall-geo-all,,all,,collection,"['geological sample', 'miscellaneous']",
mm.musa.008,Angus Folk Museum,small,National Trust for Scotland,unaccredited,rural industry: rural life,Forfar,Scotland,DD8 1RT,cm104,2017,building,event574,0,transferred,transferred,certain,False,True,True,2017,,,,museummm.musa.008,Angus Folk Museum,mm.musa.008,museum,museum,third,national-trust-scotland,National Trust for Scotland,,1,national trust,heritage,third,,,,,Edinburgh,Scotland,EH11 4DF,cm104angus-folk-all,,all,,collection,['miscellaneous'],
mm.musa.008,Angus Folk Museum,small,National Trust for Scotland,unaccredited,rural industry: rural life,Forfar,Scotland,DD8 1RT,cm104,2017,building,event575,1,transferred,transferred,certain,False,True,True,2021,,,event574,national-trust-scotland,National Trust for Scotland,,national trust,heritage,third,house-of-dun,House Of Dun,mm.domus.SC047,1,museum,museum,third,medium,National Trust for Scotland,accredited,buildings: houses (large),Montrose,Scotland,DD10 9LQ,cm104angus-folk-dun,cm104angus-folk-all,few,522,collection,['miscellaneous'],
mm.musa.008,Angus Folk Museum,small,National Trust for Scotland,unaccredited,rural industry: rural life,Forfar,Scotland,DD8 1RT,cm104,2017,building,event576,2,displayed,displayed,certain,False,False,False,2021,,,event575,house-of-dun,House Of Dun,mm.domus.SC047,museum,museum,third,,,,,,,,,,,,,,,cm104angus-folk-dun,cm104angus-folk-all,few,522,collection,['miscellaneous'],
mm.musa.008,Angus Folk Museum,small,National Trust for Scotland,unaccredited,rural industry: rural life,Forfar,Scotland,DD8 1RT,cm104,2017,building,event577,1,stored-offsite,stored,certain,False,False,True,2017/2021,,,event574,national-trust-scotland,National Trust for Scotland,,national trust,heritage,third,nts-store-brechin,NTS store Brechin,,1,storage facility,storage,third,,,,,Brechin,,,cm104angus-folk-stored,cm104angus-folk-all,most,,collection,['miscellaneous'],
mm.wiki.279,Wirral Museum,medium,local authority,unaccredited,sea & seafaring: boats & ships,Birkenhead,North West,CH41 5FN,cm106,2010,financial - funding cut - local authority funding cut,event579,0,stored-onsite,stored,certain,False,False,False,2010,,,,wirral-museum,Wirral Museum,mm.wiki.279,museum,museum,public,,,,,,,,,,,,,,,cm106wirral-museum-collection,,most,,collection,['miscellaneous'],
mm.wiki.279,Wirral Museum,medium,local authority,unaccredited,sea & seafaring: boats & ships,Birkenhead,North West,CH41 5FN,cm106,2010,financial - funding cut - local authority funding cut,event580,1,transferred,transferred,certain,False,True,True,2010/..,,,event579,wirral-museum,Wirral Museum,mm.wiki.279,museum,museum,public,williamson-museum,Williamson Art Gallery And Museum,,1,museum,museum,unknown,,,,,,,,cm106wirral-museum-collection,,most,,collection,['miscellaneous'],
mm.wiki.279,Wirral Museum,medium,local authority,unaccredited,sea & seafaring: boats & ships,Birkenhead,North West,CH41 5FN,cm106,2010,financial - funding cut - local authority funding cut,event581,2,displayed,displayed,certain,False,False,False,2010/..,,,event580,williamson-museum,Williamson Art Gallery And Museum,,museum,museum,unknown,,,,,,,,,,,,,,,cm106wirral-museum-collection,,most,,collection,['miscellaneous'],
mm.wiki.279,Wirral Museum,medium,local authority,unaccredited,sea & seafaring: boats & ships,Birkenhead,North West,CH41 5FN,cm106,2010,financial - funding cut - local authority funding cut,event582,0,left-in-situ,left-in-situ,certain,False,False,False,2010/..,,,,wirral-museum,Wirral Museum,mm.wiki.279,museum,museum,public,,,,,,,,,,,,,,,cm106woodside-station-diorama,,few,1,collection,['diorama'],Model of Woodside Station and Ferry
mm.domus.SC105,Pittencrieff House Museum,medium,local authority,unaccredited,local histories,Dunfermline,Scotland,KY12 8QH,cm107,2017,strategic closure - replacement museum,event584,0,transferred,transferred,certain,False,True,True,2017,,,,museummm.domus.SC105,Pittencrieff House Museum,mm.domus.SC105,museum,museum,public,on-fife,On Fife Cultural Trust,,1,museum service,museum service,public,,,,,,,,cm107pittencrieff-house-stored,,most,,collection,['miscellaneous'],
mm.domus.SC105,Pittencrieff House Museum,medium,local authority,unaccredited,local histories,Dunfermline,Scotland,KY12 8QH,cm107,2017,strategic closure - replacement museum,event585,1,stored-offsite,stored,certain,False,False,True,2017,,,event584,on-fife,On Fife Cultural Trust,,museum service,museum service,public,fife-collections-centre,Fife Collections Centre,,1,storage facility,storage,public,,,,,Glenrothes,Scotland,KY7 6GH,cm107pittencrieff-house-stored,,most,,collection,['miscellaneous'],
mm.domus.SC105,Pittencrieff House Museum,medium,local authority,unaccredited,local histories,Dunfermline,Scotland,KY12 8QH,cm107,2017,strategic closure - replacement museum,event586,0,transferred,transferred,certain,False,True,True,2017,,,,museummm.domus.SC105,Pittencrieff House Museum,mm.domus.SC105,museum,museum,public,dunfermline-carnegie,Dunfermline Carnegie Library & Galleries,mm.New.61,1,museum,museum,third,unknown size,not-for-profit,unaccredited,local histories,Dunfermline,Scotland,KY12 7NL,cm107pittencrieff-house-displayed,,few,,collection,['miscellaneous'],
mm.domus.SC105,Pittencrieff House Museum,medium,local authority,unaccredited,local histories,Dunfermline,Scotland,KY12 8QH,cm107,2017,strategic closure - replacement museum,event587,1,displayed,displayed,certain,False,False,False,2017,,,event586,dunfermline-carnegie,Dunfermline Carnegie Library & Galleries,mm.New.61,museum,museum,third,,,,,,,,,,,,,,,cm107pittencrieff-house-displayed,,few,,collection,['miscellaneous'],
mm.domus.NW190,Haig Colliery Mining Museum,small,not-for-profit,unaccredited,industry & manufacture: mining & quarrying,Whitehaven,North West,CA28 9BG,cm108,2016,financial - insolvency,event589,0,left-in-situ,left-in-situ,certain,False,False,False,2016,,,,haig-colliery,Haig Colliery Mining Museum,mm.domus.NW190,museum,museum,third,,,,,,,,,,,,,,,cm108haig-colliery-all,,all,,collection,['miscellaneous'],
mm.domus.NW190,Haig Colliery Mining Museum,small,not-for-profit,unaccredited,industry & manufacture: mining & quarrying,Whitehaven,North West,CA28 9BG,cm108,2016,financial - insolvency,event590,1,sold,sold,certain,False,True,True,2019,,,event589,haig-colliery,Haig Colliery Mining Museum,mm.domus.NW190,museum,museum,third,west-cumbria-mining,West Cumbria Mining,,1,company,company,private,,,,,Whitehaven,North West,CA28 9BG,cm108haig-colliery-all,,all,,collection,['miscellaneous'],
mm.domus.NW190,Haig Colliery Mining Museum,small,not-for-profit,unaccredited,industry & manufacture: mining & quarrying,Whitehaven,North West,CA28 9BG,cm108,2016,financial - insolvency,event591,2,left-in-situ,left-in-situ,certain,False,False,False,2019,,,event590,west-cumbria-mining,West Cumbria Mining,,company,company,private,,,,,,,,,,,,,,,cm108haig-colliery-all,,all,,collection,['miscellaneous'],
mm.domus.SC229,John Hastie Museum,small,local authority,unaccredited,local histories,Strathaven,Scotland,ML10 6DX,cm109,2011,financial - funding cut - local authority funding cut,event593,0,transferred,transferred,certain,False,True,True,2011,,,,museummm.domus.SC229,John Hastie Museum,mm.domus.SC229,museum,museum,public,south-lanarkshire-council,South Lanarkshire Council,,1,local authority,civic organisation,public,,,,,Hamilton,Scotland,ML3 0AA,cm109john-hastie-all,,all,,collection,['miscellaneous'],
mm.domus.SC229,John Hastie Museum,small,local authority,unaccredited,local histories,Strathaven,Scotland,ML10 6DX,cm109,2011,financial - funding cut - local authority funding cut,event594,1,stored,stored,certain,False,False,False,2011,,,event593,south-lanarkshire-council,South Lanarkshire Council,,local authority,civic organisation,public,,,,,,,,,,,,,,,cm109john-hastie-all,,all,,collection,['miscellaneous'],
mm.wiki.434,Bro Aman Museum,small,unknown governance,unaccredited,industry & manufacture: mining & quarrying,Ammanford,Wales,SA18 3DN,cm110,2017,low visitor numbers; building - unsuitable; other,event596,0,transferred,transferred,certain,False,True,True,2023,,,,museummm.wiki.434,Bro Aman Museum,mm.wiki.434,museum,museum,unknown,museum-land-speed,Museum of Land Speed,mm.mald.089,1,museum,museum,public,medium,local authority,accredited,transport: cars & motorbikes,Pendine,Wales,SA33 4NY,cm110bro-aman-bicycles,,few,2,collection,['bicycle'],
mm.wiki.434,Bro Aman Museum,small,unknown governance,unaccredited,industry & manufacture: mining & quarrying,Ammanford,Wales,SA18 3DN,cm110,2017,low visitor numbers; building - unsuitable; other,event597,1,displayed,displayed,certain,False,False,False,2023,,,event596,museum-land-speed,Museum of Land Speed,mm.mald.089,museum,museum,public,,,,,,,,,,,,,,,cm110bro-aman-bicycles,,few,2,collection,['bicycle'],
mm.wiki.434,Bro Aman Museum,small,unknown governance,unaccredited,industry & manufacture: mining & quarrying,Ammanford,Wales,SA18 3DN,cm110,2017,low visitor numbers; building - unsuitable; other,event598,0,transferred,transferred,certain,False,True,True,2017,,,,museummm.wiki.434,Bro Aman Museum,mm.wiki.434,museum,museum,unknown,carmarthenshire-county-council,Carmarthenshire County Council,,1,museum service,museum service,public,,,,,Carmarthen,Wales,SA31 1JP,cm110bro-aman-collection,,most,,collection,['miscellaneous'],
mm.wiki.434,Bro Aman Museum,small,unknown governance,unaccredited,industry & manufacture: mining & quarrying,Ammanford,Wales,SA18 3DN,cm110,2017,low visitor numbers; building - unsuitable; other,event599,1,stored,stored,certain,False,False,False,2017,,,event598,carmarthenshire-county-council,Carmarthenshire County Council,,museum service,museum service,public,,,,,,,,,,,,,,,cm110bro-aman-collection,,most,,collection,['miscellaneous'],
mm.wiki.293,Norfolks Golden Fleece Heritage Museum,medium,unknown governance,unaccredited,rural industry: textiles,Worstead,East of England,NR28 9LR,cm111,2011,building - unsuitable; building - condition of building - deterioration,event601,0,stored-offsite,stored,certain,False,False,True,2011/2016?,,,,museummm.wiki.293,Norfolks Golden Fleece Heritage Museum,mm.wiki.293,museum,museum,unknown,golden-fleece-barn,Worstead Barn,,1,storage facility,storage,private,,,,,Worstead,,,cm111golden-fleece-all,,all,,collection,['miscellaneous'],
mm.wiki.293,Norfolks Golden Fleece Heritage Museum,medium,unknown governance,unaccredited,rural industry: textiles,Worstead,East of England,NR28 9LR,cm111,2011,building - unsuitable; building - condition of building - deterioration,event602,1,damaged,damaged/destroyed,certain,False,False,False,2011/2016?,,,event601,golden-fleece-barn,Worstead Barn,,storage facility,storage,private,,,,,,,,,,,,,,,cm111golden-fleece-damaged,cm111golden-fleece-all,most,,collection,['miscellaneous'],
